case_text,case_type,severity_score,court_level,timestamp,case_type_encoded
Civil suit for recovery of ₹2312470 regarding goods,family_law,0.6,district_court,2025-05-24T10:01:20.028550,8
Petition challenging freedom of speech under Article 17 of Constitution,criminal_appeal,0.7,supreme_court,2025-05-23T10:01:20.028550,5
Civil suit for recovery of ₹3611050 regarding goods,consumer_rights,0.2,district_court,2025-05-23T10:01:20.028550,3
Civil suit for recovery of ₹828967 regarding loan,family_law,0.6,district_court,2025-05-22T10:01:20.028550,8
Criminal appeal challenging conviction under 351 IPC,civil_appeal,0.4,supreme_court,2025-05-22T10:01:20.028550,0
Police report of criminal intimidation under 419 IPC,criminal_law,0.9,police_station,2025-05-21T10:01:20.028550,6
Civil suit for recovery of ₹664441 regarding loan,consumer_rights,0.2,district_court,2025-05-20T10:01:20.028550,3
Criminal appeal challenging conviction under 339 IPC,taxation,0.3,supreme_court,2025-05-18T10:01:20.028550,12
Criminal appeal challenging conviction under 304 IPC,civil_appeal,0.4,supreme_court,2025-05-18T10:01:20.028550,0
Civil suit for recovery of ₹3178528 regarding goods,civil_dispute,0.3,district_court,2025-05-18T10:01:20.028550,1
Criminal complaint under 491 IPC,family_law,0.6,district_court,2025-05-13T10:01:20.028550,8
Criminal appeal challenging conviction under 315 IPC,service_matters,0.5,supreme_court,2025-05-12T10:01:20.028550,11
Police report of cheating under 493 IPC,criminal_law,0.9,police_station,2025-05-09T10:01:20.028550,6
Civil suit for recovery of ₹520572 regarding services,family_law,0.6,district_court,2025-05-09T10:01:20.028550,8
Civil suit for recovery of ₹3784520 regarding loan,criminal_trial,0.8,district_court,2025-05-08T10:01:20.028550,7
Police report of theft under 442 IPC,criminal_law,1.0,police_station,2025-05-06T10:01:20.028550,6
Police report of theft under 481 IPC,criminal_law,1.0,police_station,2025-05-05T10:01:20.028550,6
Police report of cheating under 446 IPC,criminal_law,0.9,police_station,2025-05-05T10:01:20.028550,6
Police report of criminal intimidation under 447 IPC,criminal_law,0.9,police_station,2025-05-02T10:01:20.028550,6
Petition challenging freedom of speech under Article 20 of Constitution,service_matters,0.5,supreme_court,2025-04-30T10:01:20.028550,11
Criminal complaint under 372 IPC,consumer_rights,0.2,district_court,2025-04-29T10:01:20.028550,3
Police report of theft under 463 IPC,criminal_law,1.0,police_station,2025-04-28T10:01:20.028550,6
Civil suit for recovery of ₹3052802 regarding goods,consumer_rights,0.2,district_court,2025-04-27T10:01:20.028550,3
Petition challenging right to life under Article 29 of Constitution,constitutional_law,0.8,supreme_court,2025-04-27T10:01:20.028550,2
Civil suit for recovery of ₹3792078 regarding property,civil_dispute,0.3,district_court,2025-04-26T10:01:20.028550,1
Criminal complaint under 508 IPC,family_law,0.6,district_court,2025-04-24T10:01:20.028550,8
Civil suit for recovery of ₹1710377 regarding goods,consumer_rights,0.2,district_court,2025-04-22T10:01:20.028550,3
Police report of theft under 507 IPC,criminal_law,1.0,police_station,2025-04-22T10:01:20.028550,6
Police report of assault under 483 IPC,criminal_law,1.0,police_station,2025-04-20T10:01:20.028550,6
Civil suit for recovery of ₹2871239 regarding services,criminal_trial,0.8,district_court,2025-04-19T10:01:20.028550,7
Civil suit for recovery of ₹2380481 regarding property,consumer_rights,0.2,district_court,2025-04-15T10:01:20.028550,3
Criminal complaint under 358 IPC,criminal_trial,0.8,district_court,2025-04-14T10:01:20.028550,7
Criminal complaint under 479 IPC,civil_dispute,0.3,district_court,2025-04-14T10:01:20.028550,1
Police report of theft under 498 IPC,criminal_law,1.0,police_station,2025-04-13T10:01:20.028550,6
Petition challenging right to life under Article 25 of Constitution,civil_appeal,0.4,supreme_court,2025-04-12T10:01:20.028550,0
Police report of theft under 386 IPC,criminal_law,1.0,police_station,2025-04-12T10:01:20.028550,6
Criminal complaint under 361 IPC,family_law,0.6,district_court,2025-04-09T10:01:20.028550,8
Petition challenging right to life under Article 22 of Constitution,civil_appeal,0.4,supreme_court,2025-04-08T10:01:20.028550,0
Civil suit for recovery of ₹3536333 regarding loan,civil_dispute,0.3,district_court,2025-04-07T10:01:20.028550,1
My boss hasn't paid my salary for 1 months,labor_law,0.7,user_input,2025-04-05T10:01:20.028550,9
Criminal appeal challenging conviction under 399 IPC,criminal_appeal,0.7,supreme_court,2025-04-04T10:01:20.028550,5
Civil suit for recovery of ₹1171200 regarding property,family_law,0.6,district_court,2025-04-03T10:01:20.028550,8
Civil suit for recovery of ₹3121960 regarding goods,consumer_rights,0.2,district_court,2025-04-01T10:01:20.028550,3
Criminal complaint under 459 IPC,civil_dispute,0.3,district_court,2025-04-01T10:01:20.028550,1
Police report of theft under 487 IPC,criminal_law,1.0,police_station,2025-03-30T10:01:20.028550,6
Police report of criminal intimidation under 490 IPC,criminal_law,0.9,police_station,2025-03-30T10:01:20.028550,6
Police report of cheating under 471 IPC,criminal_law,0.9,police_station,2025-03-29T10:01:20.028550,6
Criminal complaint under 444 IPC,civil_dispute,0.3,district_court,2025-03-27T10:01:20.028550,1
Civil suit for recovery of ₹4037717 regarding goods,criminal_trial,0.8,district_court,2025-03-27T10:01:20.028550,7
Civil suit for recovery of ₹3983833 regarding loan,family_law,0.6,district_court,2025-03-27T10:01:20.028550,8
Criminal complaint under 345 IPC,consumer_rights,0.2,district_court,2025-03-26T10:01:20.028550,3
Police report of cheating under 407 IPC,criminal_law,0.9,police_station,2025-03-24T10:01:20.028550,6
Civil suit for recovery of ₹1294487 regarding goods,civil_dispute,0.3,district_court,2025-03-24T10:01:20.028550,1
Police report of theft under 425 IPC,criminal_law,1.0,police_station,2025-03-23T10:01:20.028550,6
Criminal complaint under 500 IPC,consumer_rights,0.2,district_court,2025-03-22T10:01:20.028550,3
Police report of theft under 448 IPC,criminal_law,1.0,police_station,2025-03-22T10:01:20.028550,6
Police report of theft under 472 IPC,criminal_law,1.0,police_station,2025-03-21T10:01:20.028550,6
Criminal appeal challenging conviction under 411 IPC,taxation,0.3,supreme_court,2025-03-21T10:01:20.028550,12
Civil suit for recovery of ₹3867857 regarding property,criminal_trial,0.8,district_court,2025-03-20T10:01:20.028550,7
Criminal complaint under 504 IPC,family_law,0.6,district_court,2025-03-18T10:01:20.028550,8
Civil suit for recovery of ₹737265 regarding services,family_law,0.6,district_court,2025-03-17T10:01:20.028550,8
Civil suit for recovery of ₹171360 regarding goods,family_law,0.6,district_court,2025-03-15T10:01:20.028550,8
Civil suit for recovery of ₹700852 regarding goods,consumer_rights,0.2,district_court,2025-03-14T10:01:20.028550,3
Police report of assault under 446 IPC,criminal_law,1.0,police_station,2025-03-12T10:01:20.028550,6
Criminal complaint under 335 IPC,family_law,0.6,district_court,2025-03-12T10:01:20.028550,8
Police report of criminal intimidation under 408 IPC,criminal_law,0.9,police_station,2025-03-10T10:01:20.028550,6
Civil suit for recovery of ₹1833501 regarding goods,civil_dispute,0.3,district_court,2025-03-10T10:01:20.028550,1
Civil suit for recovery of ₹3639778 regarding services,civil_dispute,0.3,district_court,2025-03-10T10:01:20.028550,1
Civil suit for recovery of ₹630590 regarding goods,civil_dispute,0.3,district_court,2025-03-10T10:01:20.028550,1
Criminal appeal challenging conviction under 407 IPC,taxation,0.3,supreme_court,2025-03-09T10:01:20.028550,12
Criminal complaint under 397 IPC,criminal_trial,0.8,district_court,2025-03-09T10:01:20.028550,7
Criminal complaint under 337 IPC,civil_dispute,0.3,district_court,2025-03-08T10:01:20.028550,1
Criminal appeal challenging conviction under 305 IPC,civil_appeal,0.4,supreme_court,2025-03-08T10:01:20.028550,0
Criminal complaint under 340 IPC,family_law,0.6,district_court,2025-03-07T10:01:20.028550,8
Criminal complaint under 378 IPC,consumer_rights,0.2,district_court,2025-03-07T10:01:20.028550,3
Criminal complaint under 466 IPC,civil_dispute,0.3,district_court,2025-03-07T10:01:20.028550,1
Criminal complaint under 366 IPC,family_law,0.6,district_court,2025-03-06T10:01:20.028550,8
Police report of criminal intimidation under 422 IPC,criminal_law,0.9,police_station,2025-03-05T10:01:20.028550,6
Civil suit for recovery of ₹879271 regarding loan,family_law,0.6,district_court,2025-03-05T10:01:20.028550,8
Police report of criminal intimidation under 400 IPC,criminal_law,0.9,police_station,2025-03-04T10:01:20.028550,6
Petition challenging right to life under Article 28 of Constitution,service_matters,0.5,supreme_court,2025-03-04T10:01:20.028550,11
Civil suit for recovery of ₹4691512 regarding services,criminal_trial,0.8,district_court,2025-03-03T10:01:20.028550,7
Petition challenging right to life under Article 20 of Constitution,civil_appeal,0.4,supreme_court,2025-03-03T10:01:20.028550,0
Civil suit for recovery of ₹4888570 regarding property,criminal_trial,0.8,district_court,2025-03-03T10:01:20.028550,7
Civil suit for recovery of ₹4848632 regarding goods,criminal_trial,0.8,district_court,2025-03-03T10:01:20.028550,7
Civil suit for recovery of ₹875403 regarding property,consumer_rights,0.2,district_court,2025-03-02T10:01:20.028550,3
Criminal appeal challenging conviction under 389 IPC,service_matters,0.5,supreme_court,2025-03-02T10:01:20.028550,11
Criminal complaint under 365 IPC,consumer_rights,0.2,district_court,2025-02-28T10:01:20.028550,3
Criminal complaint under 494 IPC,criminal_trial,0.8,district_court,2025-02-27T10:01:20.028550,7
Police report of assault under 456 IPC,criminal_law,1.0,police_station,2025-02-27T10:01:20.028550,6
Police report of theft under 453 IPC,criminal_law,1.0,police_station,2025-02-25T10:01:20.028550,6
Civil suit for recovery of ₹1086773 regarding services,civil_dispute,0.3,district_court,2025-02-25T10:01:20.028550,1
Petition challenging discrimination under Article 20 of Constitution,constitutional_law,0.8,supreme_court,2025-02-23T10:01:20.028550,2
My boss hasn't paid my salary for 6 months,labor_law,0.7,user_input,2025-02-19T10:01:20.028550,9
Criminal complaint under 384 IPC,family_law,0.6,district_court,2025-02-18T10:01:20.028550,8
Civil suit for recovery of ₹528632 regarding services,consumer_rights,0.2,district_court,2025-02-18T10:01:20.028550,3
Police report of criminal intimidation under 444 IPC,criminal_law,0.9,police_station,2025-02-17T10:01:20.028550,6
Police report of theft under 434 IPC,criminal_law,1.0,police_station,2025-02-15T10:01:20.028550,6
Police report of criminal intimidation under 489 IPC,criminal_law,0.9,police_station,2025-02-15T10:01:20.028550,6
Police report of assault under 427 IPC,criminal_law,1.0,police_station,2025-02-15T10:01:20.028550,6
Criminal appeal challenging conviction under 400 IPC,constitutional_law,0.8,supreme_court,2025-02-14T10:01:20.028550,2
Criminal complaint under 377 IPC,consumer_rights,0.2,district_court,2025-02-13T10:01:20.028550,3
Criminal appeal challenging conviction under 361 IPC,service_matters,0.5,supreme_court,2025-02-13T10:01:20.028550,11
Criminal complaint under 423 IPC,family_law,0.6,district_court,2025-02-12T10:01:20.028550,8
Police report of theft under 406 IPC,criminal_law,1.0,police_station,2025-02-11T10:01:20.028550,6
Civil suit for recovery of ₹723311 regarding goods,criminal_trial,0.8,district_court,2025-02-10T10:01:20.028550,7
Petition challenging right to life under Article 27 of Constitution,civil_appeal,0.4,supreme_court,2025-02-07T10:01:20.028550,0
Criminal appeal challenging conviction under 420 IPC,service_matters,0.5,supreme_court,2025-02-07T10:01:20.028550,11
Criminal complaint under 350 IPC,civil_dispute,0.3,district_court,2025-02-07T10:01:20.028550,1
Civil suit for recovery of ₹245029 regarding loan,civil_dispute,0.3,district_court,2025-02-05T10:01:20.028550,1
Criminal complaint under 457 IPC,civil_dispute,0.3,district_court,2025-02-04T10:01:20.028550,1
Police report of assault under 468 IPC,criminal_law,1.0,police_station,2025-02-04T10:01:20.028550,6
Police report of criminal intimidation under 452 IPC,criminal_law,0.9,police_station,2025-02-04T10:01:20.028550,6
Petition challenging freedom of speech under Article 32 of Constitution,constitutional_law,0.8,supreme_court,2025-02-03T10:01:20.028550,2
Civil suit for recovery of ₹4470159 regarding services,family_law,0.6,district_court,2025-02-02T10:01:20.028550,8
Civil suit for recovery of ₹1280806 regarding goods,criminal_trial,0.8,district_court,2025-02-02T10:01:20.028550,7
Civil suit for recovery of ₹2112521 regarding loan,consumer_rights,0.2,district_court,2025-02-01T10:01:20.028550,3
Criminal appeal challenging conviction under 371 IPC,criminal_appeal,0.7,supreme_court,2025-01-30T10:01:20.028550,5
Criminal complaint under 470 IPC,consumer_rights,0.2,district_court,2025-01-27T10:01:20.028550,3
Criminal complaint under 465 IPC,civil_dispute,0.3,district_court,2025-01-27T10:01:20.028550,1
Civil suit for recovery of ₹914468 regarding services,family_law,0.6,district_court,2025-01-25T10:01:20.028550,8
Police report of theft under 431 IPC,criminal_law,1.0,police_station,2025-01-22T10:01:20.028550,6
Civil suit for recovery of ₹1055319 regarding goods,family_law,0.6,district_court,2025-01-21T10:01:20.028550,8
Civil suit for recovery of ₹4419396 regarding loan,family_law,0.6,district_court,2025-01-20T10:01:20.028550,8
Civil suit for recovery of ₹2552565 regarding services,consumer_rights,0.2,district_court,2025-01-20T10:01:20.028550,3
Civil suit for recovery of ₹2371616 regarding goods,consumer_rights,0.2,district_court,2025-01-20T10:01:20.028550,3
Police report of cheating under 452 IPC,criminal_law,0.9,police_station,2025-01-18T10:01:20.028550,6
Civil suit for recovery of ₹4217301 regarding loan,criminal_trial,0.8,district_court,2025-01-16T10:01:20.028550,7
Criminal appeal challenging conviction under 345 IPC,service_matters,0.5,supreme_court,2025-01-16T10:01:20.028550,11
Civil suit for recovery of ₹3329037 regarding services,consumer_rights,0.2,district_court,2025-01-14T10:01:20.028550,3
Criminal appeal challenging conviction under 316 IPC,constitutional_law,0.8,supreme_court,2025-01-12T10:01:20.028550,2
Civil suit for recovery of ₹901334 regarding loan,civil_dispute,0.3,district_court,2025-01-11T10:01:20.028550,1
Civil suit for recovery of ₹1881778 regarding services,consumer_rights,0.2,district_court,2025-01-10T10:01:20.028550,3
Civil suit for recovery of ₹2483291 regarding services,family_law,0.6,district_court,2025-01-09T10:01:20.028550,8
Criminal complaint under 404 IPC,family_law,0.6,district_court,2025-01-08T10:01:20.028550,8
Police report of theft under 506 IPC,criminal_law,1.0,police_station,2025-01-08T10:01:20.028550,6
Civil suit for recovery of ₹1852306 regarding loan,criminal_trial,0.8,district_court,2025-01-08T10:01:20.028550,7
Civil suit for recovery of ₹2515078 regarding property,civil_dispute,0.3,district_court,2025-01-07T10:01:20.028550,1
Police report of criminal intimidation under 484 IPC,criminal_law,0.9,police_station,2025-01-06T10:01:20.028550,6
Civil suit for recovery of ₹1397379 regarding loan,consumer_rights,0.2,district_court,2025-01-05T10:01:20.028550,3
Civil suit for recovery of ₹2783571 regarding property,criminal_trial,0.8,district_court,2025-01-04T10:01:20.028550,7
Criminal complaint under 375 IPC,family_law,0.6,district_court,2025-01-03T10:01:20.028550,8
Police report of cheating under 414 IPC,criminal_law,0.9,police_station,2025-01-03T10:01:20.028550,6
Criminal complaint under 330 IPC,criminal_trial,0.8,district_court,2024-12-31T10:01:20.028550,7
Police report of assault under 424 IPC,criminal_law,1.0,police_station,2024-12-24T10:01:20.028550,6
Police report of cheating under 463 IPC,criminal_law,0.9,police_station,2024-12-24T10:01:20.028550,6
Criminal appeal challenging conviction under 402 IPC,civil_appeal,0.4,supreme_court,2024-12-23T10:01:20.028550,0
Criminal complaint under 481 IPC,civil_dispute,0.3,district_court,2024-12-17T10:01:20.028550,1
Civil suit for recovery of ₹771317 regarding goods,consumer_rights,0.2,district_court,2024-12-17T10:01:20.028550,3
Civil suit for recovery of ₹434992 regarding services,civil_dispute,0.3,district_court,2024-12-16T10:01:20.028550,1
Civil suit for recovery of ₹537792 regarding property,civil_dispute,0.3,district_court,2024-12-16T10:01:20.028550,1
Criminal complaint under 409 IPC,criminal_trial,0.8,district_court,2024-12-15T10:01:20.028550,7
Criminal appeal challenging conviction under 392 IPC,taxation,0.3,supreme_court,2024-12-15T10:01:20.028550,12
Police report of cheating under 468 IPC,criminal_law,0.9,police_station,2024-12-14T10:01:20.028550,6
Civil suit for recovery of ₹1614725 regarding loan,civil_dispute,0.3,district_court,2024-12-13T10:01:20.028550,1
Police report of theft under 416 IPC,criminal_law,1.0,police_station,2024-12-13T10:01:20.028550,6
Civil suit for recovery of ₹1257729 regarding goods,criminal_trial,0.8,district_court,2024-12-12T10:01:20.028550,7
Police report of assault under 454 IPC,criminal_law,1.0,police_station,2024-12-12T10:01:20.028550,6
Criminal complaint under 419 IPC,civil_dispute,0.3,district_court,2024-12-11T10:01:20.028550,1
Civil suit for recovery of ₹3453297 regarding property,consumer_rights,0.2,district_court,2024-12-10T10:01:20.028550,3
Civil suit for recovery of ₹201142 regarding loan,family_law,0.6,district_court,2024-12-08T10:01:20.028550,8
Civil suit for recovery of ₹1946969 regarding goods,civil_dispute,0.3,district_court,2024-12-07T10:01:20.028550,1
Criminal appeal challenging conviction under 359 IPC,taxation,0.3,supreme_court,2024-12-06T10:01:20.028550,12
Criminal complaint under 394 IPC,consumer_rights,0.2,district_court,2024-12-05T10:01:20.028550,3
Civil suit for recovery of ₹3897522 regarding loan,criminal_trial,0.8,district_court,2024-12-02T10:01:20.028550,7
Police report of assault under 453 IPC,criminal_law,1.0,police_station,2024-12-02T10:01:20.028550,6
Police report of cheating under 416 IPC,criminal_law,0.9,police_station,2024-12-01T10:01:20.028550,6
Civil suit for recovery of ₹3772202 regarding property,family_law,0.6,district_court,2024-12-01T10:01:20.028550,8
Civil suit for recovery of ₹1218079 regarding loan,consumer_rights,0.2,district_court,2024-12-01T10:01:20.028550,3
Police report of criminal intimidation under 511 IPC,criminal_law,0.9,police_station,2024-11-30T10:01:20.028550,6
Criminal appeal challenging conviction under 417 IPC,constitutional_law,0.8,supreme_court,2024-11-30T10:01:20.028550,2
Police report of theft under 465 IPC,criminal_law,1.0,police_station,2024-11-30T10:01:20.028550,6
Criminal appeal challenging conviction under 307 IPC,criminal_appeal,0.7,supreme_court,2024-11-30T10:01:20.028550,5
Criminal appeal challenging conviction under 363 IPC,constitutional_law,0.8,supreme_court,2024-11-30T10:01:20.028550,2
Petition challenging privacy violation under Article 29 of Constitution,constitutional_law,0.9,supreme_court,2024-11-29T10:01:20.028550,2
Police report of assault under 381 IPC,criminal_law,1.0,police_station,2024-11-27T10:01:20.028550,6
Police report of cheating under 413 IPC,criminal_law,0.9,police_station,2024-11-25T10:01:20.028550,6
Criminal appeal challenging conviction under 349 IPC,taxation,0.3,supreme_court,2024-11-23T10:01:20.028550,12
Civil suit for recovery of ₹3421708 regarding loan,criminal_trial,0.8,district_court,2024-11-23T10:01:20.028550,7
Police report of assault under 379 IPC,criminal_law,1.0,police_station,2024-11-21T10:01:20.028550,6
Criminal appeal challenging conviction under 382 IPC,taxation,0.3,supreme_court,2024-11-21T10:01:20.028550,12
Criminal complaint under 486 IPC,consumer_rights,0.2,district_court,2024-11-21T10:01:20.028550,3
Civil suit for recovery of ₹1447313 regarding services,consumer_rights,0.2,district_court,2024-11-20T10:01:20.028550,3
Criminal complaint under 447 IPC,consumer_rights,0.2,district_court,2024-11-18T10:01:20.028550,3
Police report of theft under 392 IPC,criminal_law,1.0,police_station,2024-11-18T10:01:20.028550,6
Police report of assault under 493 IPC,criminal_law,1.0,police_station,2024-11-17T10:01:20.028550,6
Civil suit for recovery of ₹3226572 regarding services,family_law,0.6,district_court,2024-11-17T10:01:20.028550,8
Civil suit for recovery of ₹1679093 regarding services,civil_dispute,0.3,district_court,2024-11-16T10:01:20.028550,1
Civil suit for recovery of ₹4282058 regarding loan,family_law,0.6,district_court,2024-11-15T10:01:20.028550,8
Criminal appeal challenging conviction under 343 IPC,taxation,0.3,supreme_court,2024-11-15T10:01:20.028550,12
Police report of criminal intimidation under 405 IPC,criminal_law,0.9,police_station,2024-11-13T10:01:20.028550,6
Civil suit for recovery of ₹110411 regarding loan,criminal_trial,0.8,district_court,2024-11-13T10:01:20.028550,7
Civil suit for recovery of ₹4412278 regarding loan,consumer_rights,0.2,district_court,2024-11-11T10:01:20.028550,3
Civil suit for recovery of ₹2317576 regarding loan,consumer_rights,0.2,district_court,2024-11-10T10:01:20.028550,3
Police report of theft under 480 IPC,criminal_law,1.0,police_station,2024-11-10T10:01:20.028550,6
Police report of theft under 464 IPC,criminal_law,1.0,police_station,2024-11-09T10:01:20.028550,6
Police report of theft under 437 IPC,criminal_law,1.0,police_station,2024-11-06T10:01:20.028550,6
Civil suit for recovery of ₹283387 regarding loan,civil_dispute,0.3,district_court,2024-11-05T10:01:20.028550,1
Civil suit for recovery of ₹3672381 regarding loan,criminal_trial,0.8,district_court,2024-11-05T10:01:20.028550,7
Police report of assault under 478 IPC,criminal_law,1.0,police_station,2024-11-03T10:01:20.028550,6
Criminal appeal challenging conviction under 362 IPC,criminal_appeal,0.7,supreme_court,2024-11-02T10:01:20.028550,5
Police report of cheating under 505 IPC,criminal_law,0.9,police_station,2024-11-01T10:01:20.028550,6
Civil suit for recovery of ₹4965092 regarding property,consumer_rights,0.2,district_court,2024-10-31T10:01:20.028550,3
Criminal complaint under 469 IPC,consumer_rights,0.2,district_court,2024-10-29T10:01:20.028550,3
Civil suit for recovery of ₹1949510 regarding services,criminal_trial,0.8,district_court,2024-10-28T10:01:20.028550,7
Civil suit for recovery of ₹4241639 regarding services,family_law,0.6,district_court,2024-10-28T10:01:20.028550,8
Civil suit for recovery of ₹980276 regarding loan,family_law,0.6,district_court,2024-10-27T10:01:20.028550,8
Civil suit for recovery of ₹434600 regarding property,civil_dispute,0.3,district_court,2024-10-26T10:01:20.028550,1
Criminal complaint under 442 IPC,consumer_rights,0.2,district_court,2024-10-18T10:01:20.028550,3
Criminal appeal challenging conviction under 404 IPC,criminal_appeal,0.7,supreme_court,2024-10-17T10:01:20.028550,5
Civil suit for recovery of ₹1260346 regarding goods,civil_dispute,0.3,district_court,2024-10-15T10:01:20.028550,1
Civil suit for recovery of ₹1676857 regarding services,civil_dispute,0.3,district_court,2024-10-15T10:01:20.028550,1
Criminal appeal challenging conviction under 350 IPC,civil_appeal,0.4,supreme_court,2024-10-14T10:01:20.028550,0
Police report of theft under 408 IPC,criminal_law,1.0,police_station,2024-10-13T10:01:20.028550,6
Criminal complaint under 427 IPC,consumer_rights,0.2,district_court,2024-10-12T10:01:20.028550,3
Civil suit for recovery of ₹2520967 regarding goods,family_law,0.6,district_court,2024-10-11T10:01:20.028550,8
Civil suit for recovery of ₹4386208 regarding services,criminal_trial,0.8,district_court,2024-10-11T10:01:20.028550,7
Criminal complaint under 395 IPC,consumer_rights,0.2,district_court,2024-10-09T10:01:20.028550,3
Criminal appeal challenging conviction under 373 IPC,civil_appeal,0.4,supreme_court,2024-10-09T10:01:20.028550,0
Police report of cheating under 443 IPC,criminal_law,0.9,police_station,2024-10-09T10:01:20.028550,6
Criminal complaint under 349 IPC,civil_dispute,0.3,district_court,2024-10-08T10:01:20.028550,1
Criminal complaint under 407 IPC,family_law,0.6,district_court,2024-10-04T10:01:20.028550,8
Civil suit for recovery of ₹3778026 regarding loan,criminal_trial,0.8,district_court,2024-10-03T10:01:20.028550,7
Civil suit for recovery of ₹2238637 regarding services,civil_dispute,0.3,district_court,2024-09-29T10:01:20.028550,1
Criminal complaint under 451 IPC,civil_dispute,0.3,district_court,2024-09-28T10:01:20.028550,1
Civil suit for recovery of ₹3560666 regarding property,family_law,0.6,district_court,2024-09-28T10:01:20.028550,8
Police report of theft under 397 IPC,criminal_law,1.0,police_station,2024-09-28T10:01:20.028550,6
Police report of assault under 457 IPC,criminal_law,1.0,police_station,2024-09-28T10:01:20.028550,6
Police report of theft under 495 IPC,criminal_law,1.0,police_station,2024-09-27T10:01:20.028550,6
Civil suit for recovery of ₹985746 regarding goods,civil_dispute,0.3,district_court,2024-09-27T10:01:20.028550,1
Civil suit for recovery of ₹3215181 regarding property,family_law,0.6,district_court,2024-09-26T10:01:20.028550,8
Civil suit for recovery of ₹3935577 regarding loan,civil_dispute,0.3,district_court,2024-09-26T10:01:20.028550,1
Police report of cheating under 476 IPC,criminal_law,0.9,police_station,2024-09-23T10:01:20.028550,6
Criminal appeal challenging conviction under 364 IPC,service_matters,0.5,supreme_court,2024-09-23T10:01:20.028550,11
Police report of assault under 435 IPC,criminal_law,1.0,police_station,2024-09-20T10:01:20.028550,6
Police report of theft under 384 IPC,criminal_law,1.0,police_station,2024-09-19T10:01:20.028550,6
Civil suit for recovery of ₹1991575 regarding loan,criminal_trial,0.8,district_court,2024-09-19T10:01:20.028550,7
Petition challenging privacy violation under Article 30 of Constitution,taxation,0.4,supreme_court,2024-09-18T10:01:20.028550,12
Civil suit for recovery of ₹267602 regarding services,civil_dispute,0.3,district_court,2024-09-17T10:01:20.028550,1
Criminal appeal challenging conviction under 347 IPC,taxation,0.3,supreme_court,2024-09-17T10:01:20.028550,12
Civil suit for recovery of ₹271646 regarding property,civil_dispute,0.3,district_court,2024-09-17T10:01:20.028550,1
Criminal complaint under 445 IPC,consumer_rights,0.2,district_court,2024-09-16T10:01:20.028550,3
Civil suit for recovery of ₹3226704 regarding services,family_law,0.6,district_court,2024-09-15T10:01:20.028550,8
Criminal appeal challenging conviction under 346 IPC,constitutional_law,0.8,supreme_court,2024-09-13T10:01:20.028550,2
Police report of criminal intimidation under 497 IPC,criminal_law,0.9,police_station,2024-09-09T10:01:20.028550,6
Civil suit for recovery of ₹2061531 regarding property,civil_dispute,0.3,district_court,2024-09-07T10:01:20.028550,1
Petition challenging privacy violation under Article 21 of Constitution,service_matters,0.6,supreme_court,2024-09-07T10:01:20.028550,11
Police report of criminal intimidation under 411 IPC,criminal_law,0.9,police_station,2024-09-07T10:01:20.028550,6
Civil suit for recovery of ₹4832007 regarding goods,criminal_trial,0.8,district_court,2024-09-07T10:01:20.028550,7
Civil suit for recovery of ₹521611 regarding loan,civil_dispute,0.3,district_court,2024-09-06T10:01:20.028550,1
Criminal complaint under 432 IPC,family_law,0.6,district_court,2024-09-05T10:01:20.028550,8
Civil suit for recovery of ₹2965123 regarding services,civil_dispute,0.3,district_court,2024-09-03T10:01:20.028550,1
Civil suit for recovery of ₹4115741 regarding goods,family_law,0.6,district_court,2024-09-02T10:01:20.028550,8
Police report of cheating under 478 IPC,criminal_law,0.9,police_station,2024-09-02T10:01:20.028550,6
Civil suit for recovery of ₹3345818 regarding goods,criminal_trial,0.8,district_court,2024-08-30T10:01:20.028550,7
Police report of criminal intimidation under 427 IPC,criminal_law,0.9,police_station,2024-08-29T10:01:20.028550,6
Criminal complaint under 401 IPC,consumer_rights,0.2,district_court,2024-08-28T10:01:20.028550,3
Police report of cheating under 387 IPC,criminal_law,0.9,police_station,2024-08-27T10:01:20.028550,6
Civil suit for recovery of ₹3474990 regarding loan,consumer_rights,0.2,district_court,2024-08-25T10:01:20.028550,3
Civil suit for recovery of ₹4024233 regarding property,civil_dispute,0.3,district_court,2024-08-24T10:01:20.028550,1
Civil suit for recovery of ₹4469968 regarding property,civil_dispute,0.3,district_court,2024-08-23T10:01:20.028550,1
Civil suit for recovery of ₹1585518 regarding goods,consumer_rights,0.2,district_court,2024-08-22T10:01:20.028550,3
Civil suit for recovery of ₹4192933 regarding goods,family_law,0.6,district_court,2024-08-21T10:01:20.028550,8
Civil suit for recovery of ₹4275677 regarding loan,civil_dispute,0.3,district_court,2024-08-19T10:01:20.028550,1
Criminal complaint under 360 IPC,criminal_trial,0.8,district_court,2024-08-18T10:01:20.028550,7
Civil suit for recovery of ₹4258414 regarding goods,family_law,0.6,district_court,2024-08-17T10:01:20.028550,8
Criminal appeal challenging conviction under 342 IPC,criminal_appeal,0.7,supreme_court,2024-08-14T10:01:20.028550,5
Police report of assault under 442 IPC,criminal_law,1.0,police_station,2024-08-12T10:01:20.028550,6
Civil suit for recovery of ₹3553765 regarding services,consumer_rights,0.2,district_court,2024-08-12T10:01:20.028550,3
Civil suit for recovery of ₹3868990 regarding property,civil_dispute,0.3,district_court,2024-08-12T10:01:20.028550,1
Civil suit for recovery of ₹1643596 regarding services,family_law,0.6,district_court,2024-08-11T10:01:20.028550,8
